type,size,layers,bp,bt,rbp,fh,drw
forward,1.5,s316:0.1_s316:0.1_ptfe:0.1,3.3,149,3.99,0,n
forward,1.5,s316:0.1_s316:0.1_ptfe:0.1,3.3,149,2.7,0,n
forward,1.5,s316:0.1_s316:0.1_ptfe:0.1,3.3,149,3.01,0,n
forward,1.5,s316:0.1_s316:0.1_ptfe:0.1,3.3,149,3.65,0,n
forward,1.5,s316:0.1_s316:0.1_ptfe:0.1,3.3,149,3.43,0,n
forward,1.5,s316:0.1_s316:0.1_ptfe:0.1,3.3,149,5.3,0,n
forward,1.5,s316:0.1_s316:0.1_ptfe:0.1,3.3,149,3.5,0,n
forward,1.5,s316:0.1_s316:0.1_ptfe:0.1,3.3,149,3.13,0,n
forward,1.5,s316:0.1_s316:0.1_ptfe:0.1,3.3,149,3.85,0,n
forward,1.5,s316:0.1_s316:0.1_ptfe:0.1,3.3,149,3.1,0,n
forward,1.5,s316:0.1_s316:0.1_ptfe:0.1,3.3,149,2.65,0,n
forward,1.5,s316:0.1_s316:0.1_ptfe:0.1,3.3,149,3.7,0,n
forward,1.5,s316:0.1_s316:0.2_ptfe:0.1,3.3,149,3.1,0,n
forward,1.5,s316:0.1_s316:0.2_ptfe:0.1,3.3,149,3.03,0,n
forward,1.5,s316:0.4_inconel:0.42_ptfe:0.3,204,20,24.46,0,n
forward,1.5,s316:0.4_inconel:0.42_ptfe:0.3,204,20,17.79,0,n
forward,1.5,s316:0.4_inconel:0.42_ptfe:0.3,204,20,19.06,0,n
forward,1.5,s316:0.4_inconel:0.42_ptfe:0.3,204,20,19.86,0,n
forward,1.5,s316:0.4_inconel:0.42_ptfe:0.3,204,20,19.02,0,n
forward,1.5,s316:0.4_inconel:0.42_ptfe:0.3,204,20,21.78,0,n
forward,1.5,s316:0.4_inconel:0.42_ptfe:0.3,204,20,19.11,0,n
forward,1.5,s316:0.4_inconel:0.42_ptfe:0.3,204,20,19.57,0,n
forward,3,s316:0.5_s316:0.5_fep:0.15,3.25,48,3.12,0,n
forward,3,s316:0.5_s316:0.5_fep:0.15,3.25,48,2.97,0,n
forward,3,s316:0.5_s316:0.5_fep:0.15,3.25,48,3.09,0,n
forward,3,s316:0.5_s316:0.5_fep:0.15,3.25,48,3.17,0,n
forward,14,s316:1.5_s316:1_ptfe:0.5,8.81,180,7.83,0,n
forward,6,s316:0.5_s316:0.3_tef:0.5,5.49,82,5.61,0,n
forward,6,s316:0.5_s316:0.3_tef:0.5,5.49,82,5.57,0,n
forward,6,s316:0.5_s316:0.3_tef:0.5,5.49,82,5.13,0,n
forward,6,s316:0.5_s316:0.3_tef:0.5,5.49,82,5.54,0,n
forward,6,s316:0.5_s316:0.3_tef:0.5,5.49,82,5.6,0,n
forward,3,s316:0.5_s316:0.3_tef:0.5,5.49,82,5.8,0,n
forward,3,s316:0.5_s316:0.3_tef:0.5,5.49,82,5.84,0,n
forward,3,s316:0.5_s316:0.3_tef:0.5,5.49,82,5.72,0,n
forward,3,s316:0.5_s316:0.3_tef:0.5,5.49,82,5.78,0,n
forward,3,s316:0.5_s316:0.3_tef:0.5,5.49,82,5.66,0,n
forward,10,s316:1.5_s316:0.1_tef:0.5,3,200,3.42,0,n
forward,10,s316:1.5_s316:0.1_tef:0.5,3,200,4,0,n
forward,10,s316:1.5_s316:0.1_tef:0.5,3,200,2.94,0,n
forward,10,s316:1.5_s316:0.1_tef:0.5,3,200,3.03,0,n
forward,10,s316:1.5_s316:0.1_tef:0.5,3,200,2.8,0,n
forward,10,s316:1.5_s316:0.1_tef:0.5,3,200,4.1,0,n
forward,10,s316:1.5_s316:0.1_tef:0.5,3,200,3.3,0,n
forward,10,s316:1.5_s316:0.1_tef:0.5,3,200,2.88,0,n
forward,10,s316:1.5_s316:0.1_tef:0.5,3,200,2.97,0,n
forward,10,s316:1.5_s316:0.1_tef:0.5,2.7,200,2.63,0,n
forward,10,s316:1.5_s316:0.1_tef:0.5,2.7,200,3.13,0,n
forward,10,s316:1.5_s316:0.1_tef:0.5,2.7,200,2.88,0,n
forward,10,s316:1.5_s316:0.1_tef:0.5,2.7,200,2.71,0,n
forward,10,s316:1.5_s316:0.1_tef:0.5,2.7,200,2.6,0,n
forward,10,s316:1.5_s316:0.1_tef:0.5,2.7,200,8,0,n
forward,10,s316:1.5_s316:0.1_tef:0.5,2.7,200,5.57,0,n
forward,10,s316:1.5_s316:0.1_tef:0.5,2.7,200,2.58,0,n
forward,10,s316:1.5_s316:0.1_tef:0.5,2.7,200,3.65,0,n
forward,10,s316:1.5_s316:0.1_tef:0.5,2.7,200,3.85,0,n
forward,8,s316:0.5_s316:0.4_tef:0.3,2.6,140,1.8,0,n
forward,8,s316:0.5_s316:0.4_tef:0.3,2.6,140,3.8,0,n
forward,8,s316:0.5_s316:0.4_tef:0.3,2.6,140,2.79,0,n
forward,8,s316:0.5_s316:0.4_tef:0.3,2.6,140,2.57,0,n
forward,8,s316:0.5_s316:0.4_tef:0.3,2.6,140,2.56,0,n
forward,8,s316:0.5_s316:0.4_tef:0.3,2.6,140,2.46,0,n
forward,8,s316:0.5_s316:0.4_tef:0.3,2.6,140,2.59,0,n
forward,8,s316:0.5_s316:0.4_tef:0.3,2.6,140,2.49,0,n
forward,3,s316:0.3_s316:0.3_tef:0.1,4.2,50,4.03,0,n
forward,3,s316:0.3_s316:0.3_tef:0.1,4.2,50,4.16,0,n
forward,3,s316:0.3_s316:0.3_tef:0.1,4.2,50,4.43,0,n
forward,3,s316:0.3_s316:0.3_tef:0.1,4.2,50,4.15,0,n
forward,3,s316:0.3_s316:0.3_tef:0.1,4.2,50,4.25,0,n
forward,14,s316:1_s316:1.5_tef:0.4,8.81,180,8.25,0,n
forward,14,s316:1_s316:1.5_tef:0.4,8.81,180,8.18,0,n
forward,10,s316:0.5_s316:0.5_ptfe:0.4,160,2,1.94,0,n
forward,10,s316:0.5_s316:0.5_ptfe:0.4,160,2,1.6,0,n
forward,10,s316:0.5_s316:0.5_ptfe:0.4,160,2,1.91,0,n
forward,16,s316:0.5_s316:0.5_ptfe:0.4,160,2,2.03,0,n
forward,3,s316:0.3_s316:0.3_ aluminum :0.1_tef:0.1,3.5,240,4.2,0,n
forward,3,s316:0.3_s316:0.3_ aluminum :0.1_tef:0.1,3.5,240,3.5,0,n
forward,3,s316:0.3_s316:0.3_ aluminum :0.1_tef:0.1,3.5,240,6.2,0,n
forward,3,s316:0.3_s316:0.3_ aluminum :0.1_tef:0.1,3.5,240,5.4,0,n
forward,3,s316:0.3_s316:0.3_ aluminum :0.1_tef:0.1,3.5,240,10,0,n
forward,3,s316:0.3_s316:0.3_ aluminum :0.1_tef:0.1,3.5,240,4.7,0,n
forward,3,s316:0.3_s316:0.3_ aluminum :0.1_tef:0.1,3.5,240,6.9,0,n
forward,3,s316:0.3_s316:0.3_ aluminum :0.1_tef:0.1,3.5,240,3.78,0,n
forward,3,s316:0.3_s316:0.3_ aluminum :0.1_tef:0.1,3.5,240,4.91,0,n
forward,3,s316:0.3_s316:0.3_ aluminum :0.1_tef:0.1,3.5,240,5.5,0,n
forward,3,s316:0.3_s316:0.3_ aluminum :0.1_tef:0.1,3.5,240,3.58,0,n
forward,3,s316:0.3_s316:0.3_ aluminum :0.1_tef:0.1,3.5,240,3.25,0,n
forward,3,s316:0.3_s316:0.3_ aluminum :0.1_tef:0.1,3.5,240,3.33,0,n
forward,3,s316:0.3_s316:0.3_ aluminum :0.1_tef:0.1,3.5,240,3.47,0,n
forward,3,s316:0.3_s316:0.3_ aluminum :0.1_tef:0.1,3.5,240,3.04,0,n
forward,3,s316:0.3_s316:0.3_ aluminum :0.1_tef:0.1,3.5,240,3.33,0,n
forward,3,s316:0.3_s316:0.3_ aluminum :0.1_tef:0.1,3.5,240,4.2,0,n
forward,3,s316:0.3_s316:0.3_ aluminum :0.1_tef:0.1,3.5,240,4,0,n
forward,3,s316:0.3_s316:0.3_ aluminum :0.1_tef:0.1,3.5,240,3.58,0,n
forward,3,s316:0.3_s316:0.3_ aluminum :0.1_tef:0.1,3.5,240,5.33,0,n
forward,3,s316:0.3_s316:0.3_ aluminum :0.1_tef:0.1,3.5,240,6.83,0,n
forward,4,s316:0.3_s316:0.3_ aluminum :0.1_tef:0.1,3.25,180,3.11,0,n
forward,4,s316:0.3_s316:0.3_ aluminum :0.1_tef:0.1,3.25,180,3.27,0,n
forward,4,s316:0.3_s316:0.3_ aluminum :0.1_tef:0.1,3.25,180,3.5,0,n
forward,4,s316:0.3_s316:0.3_ aluminum :0.1_tef:0.1,3.25,180,4.09,0,n
forward,4,s316:0.3_s316:0.3_ aluminum :0.1_tef:0.1,3.25,180,5,0,n
forward,4,s316:0.5_s316:0.5_tef:0.1,5,22,3.73,0,n
forward,4,s316:0.5_s316:0.5_tef:0.1,5,22,5.1,0,n
forward,4,s316:0.5_s316:0.5_tef:0.1,5,22,5.5,0,n
forward,4,s316:0.5_s316:0.5_tef:0.1,5,22,5.2,0,n
forward,4,s316:0.5_s316:0.5_tef:0.1,5,22,4.9,0,n
forward,4,s316:0.5_s316:0.5_tef:0.1,5,22,4.84,0,n
forward,4,s316:0.5_s316:0.5_tef:0.1,5,22,5.05,0,n
forward,4,s316:0.5_s316:0.5_tef:0.1,5,22,4.85,0,n
forward,4,s316:0.5_s316:0.5_tef:0.1,5,22,4.12,0,n
forward,4,s316:0.5_s316:0.5_tef:0.1,5,22,5.4,0,n
forward,4,s316:0.5_s316:0.5_tef:0.1,5,22,5.2,0,n
forward,4,s316:0.5_s316:0.5_tef:0.1,5,22,5.1,0,n
forward,4,s316:0.5_s316:0.5_tef:0.1,5,22,4.72,0,n
forward,4,s316:0.5_s316:0.5_tef:0.1,5,22,5.04,0,n
forward,4,s316:0.5_s316:0.5_tef:0.1,5,22,5.003,0,n
forward,12,s316:0.5_s316:0.2_ aluminum :0.2_s316:0.5_tef:0.5,3.5,250,4.5,0,n
forward,12,s316:0.5_s316:0.2_ aluminum :0.2_s316:0.5_tef:0.5,3.5,250,3.58,0,n
forward,12,s316:0.5_s316:0.2_ aluminum :0.2_s316:0.5_tef:0.5,3.5,250,6.63,0,n
forward,12,s316:0.5_s316:0.2_ aluminum :0.2_s316:0.5_tef:0.5,3.5,250,3.85,0,n
forward,12,s316:0.5_s316:0.2_ aluminum :0.2_s316:0.5_tef:0.5,3.5,250,5.94,0,n
forward,12,s316:0.5_s316:0.2_ aluminum :0.2_s316:0.5_tef:0.5,3.5,250,5.5,0,n
forward,12,s316:0.5_s316:0.2_ aluminum :0.2_s316:0.5_tef:0.5,3.5,250,6.25,0,n
forward,12,s316:0.5_s316:0.2_ aluminum :0.2_s316:0.5_tef:0.5,3.5,250,3.53,0,n
forward,12,s316:0.5_s316:0.2_ aluminum :0.2_s316:0.5_tef:0.5,3.5,250,2.25,0,n
forward,3,s316:0.5_s316:0.5_tef:0.1,4.2,50,3.98,0,n
forward,3,s316:0.5_s316:0.5_tef:0.1,4.2,50,3.95,0,n
forward,3,s316:0.5_s316:0.5_tef:0.1,4.2,50,4.05,0,n
forward,3,s316:0.5_s316:0.5_tef:0.1,4.2,50,3.74,0,n
forward,3,s316:0.5_s316:0.5_tef:0.1,4.2,50,3.64,0,n
forward,3,s316:0.5_s316:0.5_tef:0.1,4.2,50,3.54,0,n
forward,3,s316:0.5_s316:0.5_tef:0.1,4.2,50,3.72,0,n
forward,3,s316:0.5_s316:0.5_tef:0.1,4.2,50,3.95,0,n
forward,3,s316:0.5_s316:0.5_tef:0.1,4.2,50,3.9,0,n
forward,3,s316:0.5_s316:0.5_tef:0.1,4.2,50,4.04,0,n
forward,3,s316:0.5_s316:0.5_tef:0.1,4.2,50,3.95,0,n
forward,3,s316:0.5_s316:0.5_tef:0.1,4.2,50,4.6,0,n
forward,3,s316:0.5_s316:0.5_tef:0.1,4.2,50,4.7,0,n
forward,3,s316:0.5_s316:0.5_tef:0.1,4.2,50,5,0,n
forward,3,s316:0.5_s316:0.5_tef:0.1,4.2,50,4.15,0,n
forward,3,s316:0.5_s316:0.5_tef:0.1,4.2,50,4.2,0,n
forward,3,s316:0.5_s316:0.5_tef:0.1,4.2,50,4.12,0,n
forward,3,s316:0.5_s316:0.5_tef:0.1,4.2,50,4.65,0,n
forward,3,s316:0.5_s316:0.5_tef:0.1,4.2,50,4.22,0,n
forward,3,s316:0.5_s316:0.5_tef:0.1,4.2,50,4.45,0,n
forward,3,s316:0.5_s316:0.5_tef:0.1,4.2,50,4.25,0,n
forward,3,s316:0.5_s316:0.5_tef:0.1,4.2,50,5.3,0,n
forward,3,s316:0.5_s316:0.5_tef:0.1,4.2,50,5.6,0,n
forward,3,s316:0.5_s316:0.5_tef:0.1,4.2,50,4.55,0,n
forward,3,s316:0.5_s316:0.5_tef:0.1,4.2,50,4.38,0,n
forward,3,s316:0.5_s316:0.5_tef:0.1,4.2,50,4.63,0,n
forward,3,s316:0.5_s316:0.5_tef:0.1,4.2,50,4.43,0,n
forward,3,s316:0.5_s316:0.5_tef:0.1,4.2,50,4.65,0,n
forward,3,s316:0.5_s316:0.5_tef:0.1,4.2,50,4.24,0,n
forward,3,s316:0.5_s316:0.5_tef:0.1,4.2,50,4.35,0,n
forward,3,s316:0.5_s316:0.5_tef:0.1,4.2,50,2.8,0,n
forward,3,s316:0.5_s316:0.5_tef:0.1,4.2,50,3.43,0,n
forward,3,s316:0.5_s316:0.5_tef:0.1,4.2,50,4.65,0,n
forward,3,s316:0.5_s316:0.5_tef:0.1,4.2,50,4.17,0,n
forward,3,s316:0.5_s316:0.5_tef:0.1,4.2,50,4.23,0,n
forward,3,s316:0.5_s316:0.5_tef:0.1,4.2,50,4.11,0,n
forward,3,s316:0.5_s316:0.5_tef:0.1,4.2,50,4.38,0,n
forward,3,s316:0.5_s316:0.5_tef:0.1,4.2,50,4.33,0,n
forward,3,s316:0.5_s316:0.5_tef:0.1,4.2,50,4.01,0,n
reverse,0.5,monel :0.4_s316:0.05_ptfe:0.1,20.2,20,19.72,4,A11/2inRP2
reverse,0.5,inconel :0.4_s316:0.05_ptfe:0.1,20.2,20,18.86,4,A11/2inRP2
reverse,1,monel :0.6_ s316:0.05_ptfe:0.1,15,22,12.5,6.65,A11/2inRP10-MAmodified
reverse,1,monel :0.6_ s316:0.05_ptfe:0.1,15,22,15.1,6.65,MA11/2inRP1
reverse,1,monel :0.6_ s316:0.05_ptfe:0.1,15,22,15.7,6.65,MA11/2inRP1
reverse,1,s316:0.6_s316:0.05_ptfe:0.1,15,165,17.93,6.07,A11/2inRP2
reverse,1,s316:0.4_s316:0.05_ptfe:0.1,15,165,8.85,6.07,A11/2inRP3
reverse,1,s316:0.4_s316:0.05_ptfe:0.1,15,165,10.16,6.07,A11/2inRP3
reverse,1,s316:0.6_s316:0.05_ptfe:0.1,15,165,22.97,6.07,A11/2inRP4
reverse,1,s316:0.6_s316:0.05_ptfe:0.1,15,165,20.78,6.07,A11/2inRP4
reverse,1,s316:0.6_s316:0.05_ptfe:0.1,15,165,15.18,6.07,A11/2inRP5
reverse,1,s316:0.6_s316:0.05_ptfe:0.1,15,165,14.31,6.07,A11/2inRP5
reverse,1.5,s316:0.5_s316:0.05_ptfe:0.1,15,10,12.21,8.4,A11/2inRp7
reverse,1.5,s316:0.5_s316:0.5_ptfe:0.1,4,153,11.5,19.82,n
reverse,1.5,s316:0.5_s316:0.5_ptfe:0.1,4,153,4.23,5.88,n
reverse,1.5,s316:0.5_s316:0.5_ptfe:0.1,4,153,4.17,5.88,n
reverse,1.5,s316:0.5_s316:0.5_ptfe:0.1,4,153,3.5,5.88,n
reverse,2,s316:0.4_s316:0.05_ptfe:0.1,5.9,25,5.38,9.7,A2inRP16
reverse,2,s316:0.4_s316:0.05_ptfe:0.1,5.9,25,5.34,9.7,A2inRP16
reverse,2,s316:0.4_s316:0.05_ptfe:0.1,5.9,25,5.4,9.7,A2inRP16
reverse,2,s316:0.4_s316:0.05_ptfe:0.1,5.9,25,5.74,9.7,A2inRP16
reverse,2,s316:0.4_s316:0.05_ptfe:0.1,5.9,25,5.74,9.7,A2inRP16
reverse,2,s316:0.8_inconel:0.05_ptfe:0.1,27.7,115,36.67,10,MA2inRP14
reverse,2,s316:0.8_inconel:0.05_ptfe:0.1,27.7,115,26.47,10,A2inRP1
reverse,2,s316:0.8_inconel:0.05_ptfe:0.1,27.7,115,25,10,A2inRP1
reverse,2,s316:0.8_inconel:0.05_ptfe:0.1,27.7,115,27.1,10,A2inRP1
reverse,2,s316:0.5_s316:0.05_ptfe:0.1,3.38,58.4,3.35,9.83,MA2inRP5
reverse,2,s316:0.5_s316:0.05_ptfe:0.1,3.18,58.4,3.16,9.83,MA2inRP5
reverse,2,s316:0.5_s316:0.05_ptfe:0.1,3.38,58.4,3.33,9.83,MA2inRP5
reverse,2,s316:0.5_s316:0.05_ptfe:0.1,3.18,58.4,3.17,9.83,MA2inRP5
reverse,2,s316:0.8_s316:0.05_ptfe:0.1,19,55,20.05,9.8,A2inRP3
reverse,2,s316:0.8_s316:0.05_ptfe:0.1,19,55,16.29,9.8,A2inRP11
reverse,2,inconel:0.8_s316:0.05_ptfe:0.1,13.5,80,11.07,9.97,A2inRP12
reverse,2,inconel:0.8_s316:0.05_ptfe:0.1,13.5,80,14.27,9.97,A2inRP13
reverse,2,inconel:0.8_s316:0.05_ptfe:0.1,13.5,80,13.5,9.97,A2inRP13.m.
reverse,2,inconel:0.8_s316:0.05_ptfe:0.1,13.5,80,14.01,9.97,A2inRP13.5.m
reverse,2,inconel:0.8_s316:0.05_ptfe:0.1,13.5,80,14.81,9.97,A2inRP13.5.s.m.
reverse,2,inconel:0.8_s316:0.05_ptfe:0.1,13.5,80,14.45,9.97,A2inRP13.T.M.
reverse,2,s316:0.8_s316:0.05_ptfe:0.1,19,115,17.6,10.96,A2inRP10
reverse,2,s316:0.8_s316:0.05_ptfe:0.1,19,115,16.29,10.96,A2inRP10.m.
reverse,2,s316:0.4_s316:0.05_ptfe:0.1,7.5,65,4.12,13.77,A2inRP4
reverse,2,s316:0.4_s316:0.05_ptfe:0.1,7.5,65,7.53,13.77,A2inRP5
reverse,2,s316:0.8_s316:0.05_ptfe:0.1,7.5,65,12.13,13.77,A2inRP4
reverse,2,s316:0.6_s316:0.05_ptfe:0.1,7.5,65,6.54,13.77,A2inRP6
reverse,2,s316:0.5_s316:0.05_ptfe:0.1,7.5,65,5.47,13.77,A2inRP8
reverse,2,s316:0.5_s316:0.05_ptfe:0.1,7.5,65,4.9,13.77,A2inRP7
reverse,2,s316:0.5_s316:0.05_ptfe:0.1,7.5,65,7.74,13.77,A2inRP9
reverse,2,s316:0.5_s316:0.05_ptfe:0.1,7.5,65,6.27,13.77,A2inRP8.M
reverse,2,s316:0.8_s316:0.05_ptfe:0.1,20,115,27.4,9.5,A2inRP1
reverse,2,s316:0.8_s316:0.05_ptfe:0.1,20,115,17.77,9.5,A2inRP2
reverse,2,s316:0.4_s316:0.05_ptfe:0.1,6,22,6.55,10,2in29
reverse,2,s316:0.8_s316:0.05_ptfe:0.1,9.5,148,5.64,9.82,__
reverse,2,s316:0.8_s316:0.05_ptfe:0.1,9.5,148,9.23,9.05,2inR23
reverse,2,s316:0.8_s316:0.05_ptfe:0.1,9.5,148,6.73,9.05,2inR24
reverse,2,s316:0.8_s316:0.05_ptfe:0.1,9.5,148,6.05,9.05,2inR24
reverse,2,s316:0.8_s316:0.05_ptfe:0.1,9.5,148,6.07,9.05,2inR24
reverse,2,s316:0.8_s316:0.05_ptfe:0.1,9.5,148,7.31,9.05,2inR25
reverse,2,s316:0.8_s316:0.05_ptfe:0.1,9.5,148,7.13,9.05,2inR26
reverse,2,s316:0.8_s316:0.05_ptfe:0.1,9.5,148,9.3,9.05,2inR27
reverse,2,s316:0.8_s316:0.05_ptfe:0.1,9.5,148,9.43,9.05,2inR28
reverse,2,s316:0.8_s316:0.05_ptfe:0.1,12.5,85,9.05,9.05,2inR28
reverse,2,s316:0.8_s316:0.1_ptfe:0.1,12.5,85,15.23,10.38,__
reverse,2,s316:1_s316:0.05_ptfe:0.1,12.5,85,10.6,9.61,2inchIR65
reverse,2,s316:1_s316:0.05_ptfe:0.1,12.5,85,10.6,9.61,2inch17
reverse,2,s316:1_s316:0.05_ptfe:0.1,12.5,85,10.7,9.61,2inch18
reverse,2,s316:1_s316:0.05_ptfe:0.1,12.5,85,11.9,9.61,2inch19
reverse,2,s316:1_s316:0.05_ptfe:0.1,12.5,85,11.5,9.61,2inch21
reverse,2,s316:1_s316:0.05_ptfe:0.1,12.5,85,12,9.61,2inch20
reverse,2,s316:1_s316:0.05_ptfe:0.1,12.5,85,12.45,9.61,2inch21
reverse,2,s316:1_s316:0.05_ptfe:0.1,12.5,85,11.86,9.61,2inch21
reverse,3,hastelloy :1_ s316:0.05_ptfe:0.1,12,46,11.3,14.82,A3inRP16
reverse,3,hastelloy :1_ s316:0.05_ptfe:0.1,12,46,7.48,14.82,A3inRP17
reverse,3,hastelloy :1_ s316:0.05_ptfe:0.1,12,46,10.33,14.82,A3inRP17.m.
reverse,3,hastelloy :1_ s316:0.05_ptfe:0.1,12,46,11.7,14.82,A3inRP19
reverse,3,hastelloy :1_ s316:0.05_ptfe:0.1,13.5,250,13.09,14.82,A3inRP18
reverse,3,hastelloy :1_ s316:0.05_ptfe:0.1,13.5,250,12.2,14.82,A3inRP18.m.
reverse,3,hastelloy :1_ s316:0.05_ptfe:0.1,13.5,250,13.34,14.82,A3inRP18.sec.m.
reverse,3,s316:1_s316:0.05_ptfe:0.1,7.5,64,7.43,17.59,A3inRP11
reverse,3,s316:0.6_s316:0.05_ptfe:0.1,7.5,64,5.15,17.59,A3inRP10
reverse,3,s316:0.8_s316:0.05_ptfe:0.1,7.5,64,7.19,17.59,A3inRP10
reverse,3,s316:0.8_s316:0.05_ptfe:0.1,7.5,64,6.07,17.59,A3inRP14
reverse,3,s316:0.8_s316:0.05_ptfe:0.1,7.5,64,7.05,17.59,A3inRP
reverse,3,s316:0.4_s316:0.05_ptfe:0.1,1,180,1.037,14.3,A3inRP7
reverse,3,monel :1_ s316:0.05_ptfe:0.1,13,22,12.58,15,A3inRP5.M.
reverse,3,monel :1_ s316:0.05_ptfe:0.1,13,22,16.08,15,A3inRP6
reverse,3,monel :1_ s316:0.05_ptfe:0.1,13,22,13,15,A3inRP8
reverse,3,monel :1_ s316:0.05_ptfe:0.1,13,22,10.16,15,A3inRP9
reverse,3,monel :1_ s316:0.05_ptfe:0.1,13,22,12.96,15,A3inRP9
reverse,3,monel :1_ s316:0.05_ptfe:0.1,13,22,14.1,15,A3inRP9-M.
reverse,3,monel :1_ s316:0.05_ptfe:0.1,13,22,12.12,15,A3inRP9-sec.M.
reverse,3,monel :1_ s316:0.05_ptfe:0.1,13,22,11.95,15,A3inRP9-third.M.
reverse,3,monel :1_ s316:0.05_ptfe:0.1,13,22,16.6,15,A3inRP12
reverse,3,monel :1_ s316:0.05_ptfe:0.1,13,22,12.5,15,A3inRP13
reverse,3,monel :1_ s316:0.05_ptfe:0.1,13,22,12.98,15,A3inRP9-F.M.
reverse,3,monel :1_ s316:0.05_ptfe:0.1,13,22,13.83,15,A3inRP13
reverse,3,s316:0.6_s316:0.05_ptfe:0.1,3,40,3.15,15.83,A3inRP4
reverse,3,s316:0.6_s316:0.05_ptfe:0.1,3,40,3.15,15.83,A3inRP4
reverse,3,s316:0.6_s316:0.05_ptfe:0.1,3,40,3.19,15.83,A3inRP4
reverse,3,s316:1_inconel:0.1_ptfe:0.1,6,40,6.61,34.98,__
reverse,3,s316:1_inconel:0.1_ptfe:0.1,6,40,6.05,14.66,3inch10
reverse,3,s316:1_inconel:0.1_ptfe:0.1,6,40,7.15,14.77,3inch10
reverse,3,s316:1_inconel:0.1_ptfe:0.1,6,40,6.42,14.66,3inch9
reverse,3,s316:1_inconel:0.1_ptfe:0.1,6,40,7.05,14.77,3inch10
reverse,3,s316:1_inconel:0.1_ptfe:0.1,6,40,6.92,14.66,3inch7
reverse,3,s316:1_inconel:0.1_ptfe:0.1,6,40,8,14.77,3inch5
reverse,3,s316:1_inconel:0.05_ptfe:0.1,6,40,6.95,14.66,3inch4
reverse,3,s316:1_inconel:0.1_ptfe:0.1,6,40,7.4,14.77,3inch2
reverse,3,s316:1_inconel:0.1_ptfe:0.1,6,40,7.4,14.66,3inch6
reverse,3,s316:1_s316:0.1_ptfe:0.1,6,40,6.13,14.66,3inch6
reverse,3,s316:0.5_s316:0.5_ptfe:0.1,7.5,149.1,7.6,21.3,n
reverse,3,s316:0.5_s316:0.5_ptfe:0.1,7,100,2.14,17.63,n
reverse,3,hastelloy:0.8_s316:0.05_ptfe:0.1,40,280,37.1,29.33,n
reverse,3,hastelloy:0.8_s316:0.05_ptfe:0.1,40,280,44,15.62,n
reverse,3,hastelloy:0.8_s316:0.05_ptfe:0.1,40,280,47,15.62,n
reverse,3,hastelloy:0.8_s316:0.05_ptfe:0.1,40,280,32,15.62,n
reverse,3,hastelloy:0.8_s316:0.05_ptfe:0.1,40,280,35,15.62,n
reverse,3,hastelloy:0.8_s316:0.05_ptfe:0.1,40,280,44.5,15.62,n
reverse,3,hastelloy:0.8_s316:0.05_ptfe:0.1,40,280,41,15.62,n
reverse,3,hastelloy:0.8_s316:0.05_ptfe:0.1,40,280,42.7,15.62,n
reverse,3,hastelloy:0.8_s316:0.05_ptfe:0.1,40,280,44.5,15.62,n
reverse,3,hastelloy:0.8_s316:0.05_ptfe:0.1,40,280,40,15.62,n
reverse,3,hastelloy:0.8_s316:0.05_ptfe:0.1,40,280,42.5,15.62,n
