id,fwr,szi,bp,bt,rbp,fh,drw,lyrs
1,1,16,6,40,6.02,0,n,cs:3_cs:0.5_pvc:0.8
2,1,24,6,40,6.02,0,n,cs:3_cs:0.5_pvc:0.8
3,1,24,6,40,6.02,0,n,cs:3_cs:0.5_pvc:0.8
4,1,24,6,40,6.1,0,n,s316L:2_s316L:0.5_tef:0.5
5,1,24,6,40,5.98,0,n,s316L:2_s316L:0.5_tef:0.5
6,1,24,6,40,6,0,n,s316L:2_s316L:0.5_tef:0.5
7,1,3,2,22,1.73,0,n,s316L:0.2_s316L:0.2_tef:0.1
8,1,3,2,22,1.83,0,n,s316L:0.2_s316L:0.3_tef:0.1
9,1,3,2,22,1.95,0,n,s316L:0.2_s316L:0.4_tef:0.1
10,1,30,0.3,120,0.321,0,n,s316L:0.6_s316L:0.3_ptfe:0.6
11,1,30,0.3,120,0.265,0,n,s316L:0.6_s316L:0.3_ptfe:0.6
12,1,6,5.5,20,4,0,n,s316L:0.6_s316L:0.5_tef:0.6
13,1,6,5.5,20,3.79,0,n,s316L:0.6_s316L:0.25_tef:0.6
14,1,6,5.5,20,5.85,0,n,s316L:0.6_s316L:0.3_tef:0.6
15,1,6,5.5,20,5.81,0,n,s316L:0.6_s316L:0.2_tef:0.6
16,1,6,5.5,20,5.6,0,n,s316L:0.6_s316L:0.2_tef:0.6
17,1,6,5.5,20,5.92,0,n,s316L:0.6_s316L:0.2_tef:0.6
18,1,6,5.5,20,5.94,0,n,s316L:0.6_s316L:0.2_tef:0.6
19,1,4,0.9,60,0.57,0,n,s316L:0.1_s316L:0.2_s316L:0.1_ptfe:0.3
20,1,4,0.9,60,1.03,0,n,s316L:0.1_s316L:0.25_s316L:0.1_ptfe:0.3
21,1,4,0.9,60,0.76,0,n,s316L:1_s316L:0.1_s316L:0.1_ptfe:0.3
22,1,24,6,40,5.54,0,n,s316L:2.5_s316L:0.8_ptfe:0.5
23,1,24,6,40,5.3,0,n,s316L:2.5_s316L:0.8_ptfe:0.5
24,1,24,6,40,6.24,0,n,s316L:2.5_s316L:0.8_ptfe:0.5
25,1,24,6,40,6.26,0,n,s316L:2.5_s316L:0.8_ptfe:0.5
26,1,12,0.175,57,0.163,0,n,s316L:0.3_s316L:0.3_fep:0.2
27,1,12,0.175,57,0.216,0,n,s316L:0.3_s316L:0.3_fep:0.1
28,1,12,0.175,57,0.14,0,n,s316L:0.3_s316L:0.3_fep:0.1
29,1,12,0.175,57,0.184,0,n,s316L:0.3_s316L:0.3_fep:0.1
30,1,16,0.49,106,0.56,0,n,s316L:0.4_s316L:0.4_ptfe:0.3
31,1,16,0.49,106,0.531,0,n,s316L:0.4_s316L:0.4_ptfe:0.3
32,1,16,1.08,22,0.49,0,n,s316:0.3_aluminium:0.3_ptfe:1
33,1,16,1.08,22,1.26,0,n,s316:0.3_aluminium:0.3_ptfe:1
34,1,16,1.08,22,1.043,0,n,s316:0.3_aluminium:0.3_ptfe:1
35,1,16,1.08,22,0.81,0,n,s316:0.3_aluminium:0.3_ptfe:1
36,1,16,1.08,22,0.925,0,n,s316:0.3_aluminium:0.3_ptfe:1
37,1,16,1.08,22,0.984,0,n,s316:0.3_aluminium:0.3_ptfe:1
38,1,8,6,40,4.59,0,n,cs:1_cs:0.8_pvc:0.5
39,1,8,6,40,6.58,0,n,cs:1_cs:0.8_pvc:0.5
40,1,8,6,40,6.41,0,n,cs:1_cs:0.8_pvc:0.5
41,1,8,6,40,5.73,0,n,cs:1_cs:0.8_pvc:0.5
42,1,16,6,40,4,0,n,cs:1.5_cs:0.8_pvc:0.5
43,1,16,6,40,6.19,0,n,cs:1.5_cs:0.8_pvc:0.5
44,1,16,6,40,5.93,0,n,cs:1.5_cs:0.8_pvc:0.5
45,1,16,6,40,5.63,0,n,cs:1.5_cs:0.8_pvc:0.5
46,1,24,6,40,4.85,0,n,cs:3_cs:0.8_pvc:0.5
47,1,24,6,40,6.13,0,n,cs:3_cs:0.8_pvc:0.5
48,1,24,6,40,6.3,0,n,cs:3_cs:0.8_pvc:0.5
49,1,24,6,40,6.09,0,n,cs:3_cs:0.8_pvc:0.5
50,1,6,2.5,22,2.45,0,n,s316:0.5_s316:0.5_tef:0.3
51,1,4,0.48,188,1.193,0,n,s316:0.3_s316:0.5_ptfe:0.25
52,1,4,0.48,188,0.68,0,n,s316:0.3_s316:0.5_ptfe:0.25
53,1,4,0.48,188,0.459,0,n,s316:0.3_s316:0.5_ptfe:0.25
54,1,4,0.48,188,0.62,0,n,s316:0.3_s316:0.5_ptfe:0.25
55,1,4,0.48,188,0.7,0,n,s316:0.3_s316:0.5_ptfe:0.3
56,1,4,0.48,188,0.6,0,n,s316:0.3_s316:0.5_ptfe:0.2
57,1,4,0.48,188,10.76,0,n,s316:1_s316:0.5_ptfe:0.5
58,1,4,0.48,188,1.43,0,n,s316:0.3_s316:0.5_ptfe:0.25
59,1,4,0.48,188,0.92,0,n,s316:0.3_s316:0.5_ptfe:0.25
60,1,4,0.48,188,1.45,0,n,s316:0.2_s316:0.5_ptfe:0.2
61,1,4,0.48,188,0.8,0,n,s316:0.1_s316:0.5_ptfe:0.1
62,1,4,0.48,188,0.7,0,n,s316:0.1_s316:0.1_ptfe:0.2
63,1,24,5,40,7.44,0,n,s316:2_s316:0.5_fep:0.5
64,1,14,1.1,70,2.27,0,n,s316:0.8_s316:0.4_ptfe:0.3
65,1,14,1.1,70,0.89,0,n,s316:0.8_s316:0.4_ptfe:0.3
66,1,14,1.1,70,1.25,0,n,s316:0.8_s316:0.4_ptfe:0.3
67,1,14,1.1,70,1.14,0,n,s316:0.8_s316:0.4_ptfe:0.3
68,1,24,3.25,35,3.45,0,n,s316:1.5_s316:0.2_ptfe:0.5
69,1,24,3.25,35,3.45,0,n,s316:1.5_s316:0.2_ptfe:0.5
70,1,24,3.25,35,3.45,0,n,s316:1.5_s316:0.5_ptfe:0.5
71,1,24,3.25,35,3.15,0,n,s316:1.5_s316:0.5_ptfe:0.5
72,1,24,6,40,4.45,0,n,s316:2.5_s316:0.6_ptfe:0.5
73,1,4,2,55,6.15,0,n,s316L:0.3_s316L:0.3_ptfe:0.25
74,1,4,2,55,1.89,0,n,s316L:0.3_s316L:0.3_ptfe:0.25
75,1,24,4,50,4.15,0,n,s316L:2_s316L:0.6_ptfe:0.5
76,1,24,5,50,6.3,0,n,s316L:2_s316L:0.6_ptfe:0.5
77,1,24,5,50,5.23,0,n,s316L:2_s316L:0.6_ptfe:0.5
78,1,6,0.4,100,0.137,0,n,s316:0.2_s316:0.2_ptfe:0.1
79,1,6,0.4,100,0.3,0,n,s316:0.2_s316:0.2_ptfe:0.1
80,1,6,0.4,100,0.575,0,n,s316:0.2_s316:0.2_ptfe:0.1
81,1,6,0.4,100,0.5,0,n,s316:0.2_s316:0.2_ptfe:0.1
82,1,6,0.4,100,0.34,0,n,s316:0.2_s316:0.2_ptfe:0.1
83,1,6,0.4,100,0.38,0,n,s316:0.2_s316:0.2_ptfe:0.1
84,1,6,0.4,100,0.52,0,n,s316:0.2_s316:0.2_ptfe:0.1
85,1,6,0.4,100,0.55,0,n,s316:0.2_s316:0.2_ptfe:0.1
86,1,6,0.4,100,0.55,0,n,s316:0.2_s316:0.2_ptfe:0.1
87,1,16,2,160,1.83,0,n,s316:1_s316:1_ptfe:0.5
88,1,16,2,160,1.91,0,n,s316:1_s316:1_ptfe:0.5
89,1,10,2,160,2.08,0,n,s316:0.6_s316:0.6_ptfe:0.5
90,1,16,6,40,5.97,0,n,s316:1.5_s316:0.5_ptfe:0.5
91,1,16,6,40,5.16,0,n,s316:1.5_s316:0.5_ptfe:0.5
92,1,16,6,40,8.93,0,n,s316:1.5_s316:0.5_ptfe:0.5
93,1,24,6,40,6.05,0,n,s316:3_s316:1_ptfe:0.5
94,1,24,6,40,6.04,0,n,s316:3_s316:1_ptfe:0.5
95,1,24,6,40,5.24,0,n,s316:3_s316:1_ptfe:0.5
96,1,8,2,22,2.15,0,n,s316:0.5_s316:0.5_ptfe:0.3
97,1,8,2,22,2.45,0,n,s316:0.5_s316:0.5_ptfe:0.3
98,1,8,2,22,2.19,0,n,s316:0.5_s316:0.5_ptfe:0.3
99,1,3,7.5,48,7.21,0,n,s316:0.6_inconel:0.42_ptfe:0.25
100,1,3,7.5,48,6.5,0,n,s316:0.6_inconel:0.42_ptfe:0.25
101,1,3,7.5,48,12,0,n,s316:0.6_inconel:0.42_ptfe:0.25
102,1,6,7.5,70,6.52,0,n,s316:1_inconel:0.8_ptfe:0.3
103,1,6,7.5,70,5.61,0,n,s316:1_inconel:0.8_ptfe:0.3
104,1,1,5,22,8.1,0,n,s316:0.1_s316:0.1_ptfe:0.1
105,1,1,5,22,4.66,0,n,s316:0.1_s316:0.1_ptfe:0.1
106,1,1,5,22,5.47,0,n,s316:0.1_s316:0.1_ptfe:0.1
107,1,1,5,22,5.08,0,n,s316:0.1_s316:0.1_ptfe:0.1
108,1,1,5,22,4.97,0,n,s316:0.1_s316:0.1_ptfe:0.1
109,1,36,1,75,0.8,0,n,s316:1_s316:1_tef:0.5_tef:0.5_s316:3
110,1,36,0.715,35,6.3,0,n,s316:1_s316:1_tef:0.5_tef:0.5_s316:3
111,1,36,0.715,35,6.65,0,n,s316:1_s316:1_tef:0.5_tef:0.5_s316:3
112,1,36,0.715,35,7.01,0,n,s316:1_s316:1_tef:0.5_tef:0.5_s316:3
113,1,36,0.715,35,8.2,0,n,s316:1_s316:1_tef:0.5_tef:0.5_s316:3
114,1,16,3,35,4.1,0,n,s316:1_s316:0.5_tef:0.5_tef:0.5_s316:0.5
115,1,16,3,35,2.72,0,n,s316:1_s316:0.5_tef:0.5_tef:0.5_s316:0.5
116,1,16,3,35,3.33,0,n,s316:1_s316:0.5_tef:0.5_tef:0.5_s316:0.5
117,1,16,3,35,4.4,0,n,s316:1_s316:0.5_tef:0.5_tef:0.5_s316:0.5
118,1,16,3,35,2.57,0,n,s316:1_s316:0.5_tef:0.5_tef:0.5_s316:0.5
119,1,16,3,35,3.21,0,n,s316:1_s316:0.5_tef:0.5_tef:0.5_s316:0.5
120,1,16,3,35,3.18,0,n,s316:1_s316:0.5_tef:0.5_tef:0.5_s316:0.5
121,1,24,3.3,35,3.16,0,n,s316:0.5_s316:1.5_tef:0.5
122,1,24,3.3,35,2.98,0,n,s316:0.5_s316:1.5_tef:0.5
123,1,24,3.3,35,3.37,0,n,s316:0.5_s316:1.5_tef:0.5
124,1,8,3.21,35,2.59,0,n,s316:0.5_s316:0.5_tef:0.5
125,1,8,3.2,35,3.7,0,n,s316:0.5_s316:0.5_tef:0.5
126,1,8,3.3,35,3.9,0,n,s316:0.5_s316:0.5_tef:0.5
127,1,8,3.2,35,2.81,0,n,s316:0.5_s316:0.5_tef:0.5
128,1,8,3.2,35,3.4,0,n,s316:0.5_s316:0.5_tef:0.5
129,1,16,3.5,35,3.28,0,n,s316:0.5_s316:1_tef:0.5
130,1,16,3,35,3.3,0,n,s316:0.5_s316:1_tef:0.5
131,1,16,3.5,35,3.52,0,n,s316:0.5_s316:1_tef:0.5
132,1,16,3,35,3.31,0,n,s316:0.5_s316:1_tef:0.5
133,1,24,3.5,35,3.1,0,n,s316:0.5_s316:1.5_tef:0.5
134,1,24,3,35,3.25,0,n,s316:0.5_s316:1.5_tef:0.5
135,1,24,3.5,35,2.1,0,n,s316:0.5_s316:1.5_tef:0.5
136,1,1,3.5,25,3.7,0,n,s316:0.1_s316:0.1_s316:0.5_tef:0.1
137,1,1,3.5,25,3.8,0,n,s316:0.1_s316:0.1_s316:0.5_tef:0.1
138,1,1,3.5,25,3.1,0,n,s316:0.1_s316:0.1_s316:0.5_tef:0.1
139,1,1,3.5,25,3.05,0,n,s316:0.1_s316:0.1_s316:0.5_tef:0.1
140,1,1,3.5,25,2.85,0,n,s316:0.1_s316:0.1_s316:0.5_tef:0.1
141,1,1,3.5,25,4.2,0,n,s316:0.1_s316:0.1_s316:0.5_tef:0.1
142,1,1,3.5,25,3.65,0,n,s316:0.1_s316:0.1_s316:0.5_tef:0.1
143,1,1,3.5,25,3.25,0,n,s316:0.1_s316:0.1_s316:0.5_tef:0.1
144,1,8,0.2,125,9.9,0,n,s316L:0.1_s316L:0.1_s316:0.5_tef:0.1
145,1,8,0.2,125,12.9,0,n,s316L:0.1_s316L:0.1_s316:0.5_tef:0.1
146,1,8,0.2,125,12.6,0,n,s316L:0.1_s316L:0.1_s316:0.5_tef:0.1
147,1,8,0.2,125,16,0,n,s316L:0.1_s316L:0.1_s316:0.5_tef:0.1
148,1,8,0.2,125,15.55,0,n,s316L:0.1_s316L:0.1_s316:0.5_tef:0.1
149,1,8,0.2,125,11.43,0,n,s316L:0.1_s316L:0.1_s316:0.5_tef:0.1
150,1,8,0.2,125,,0,n,s316L:0.1_s316L:0.1_s316:0.5_tef:0.1
151,1,24,3,22,3.4,0,n,s316:2_s316:0.5_tef:0.5
152,1,24,3,22,3.3,0,n,s316:2_s316:0.5_tef:0.5
153,1,24,3,22,1.3,0,n,s316:2_s316:0.5_tef:0.5
154,1,24,4,22,4.3,0,n,s316:2_s316:0.5_tef:1.5
155,1,24,4,22,4.4,0,n,s316:2_s316:0.5_tef:1.5
156,1,24,4,22,3.97,0,n,s316:2_s316:0.5_tef:1.5
157,1,24,4,22,1.4,0,n,s316:2_s316:0.5_tef:1.5
158,1,24,4,22,2.14,0,n,s316:2_s316:0.5_tef:1.5
159,1,24,4,22,1.31,0,n,s316:2_s316:0.5_tef:1.5
160,1,24,5,22,4.75,0,n,s316:2_s316:0.5_tef:1.5
161,1,24,5,22,1.43,0,n,s316:2_s316:0.5_tef:1.5
162,1,24,6,22,2.54,0,n,s316:3_s316:0.5_tef:0.5
163,1,24,6,22,2.08,0,n,s316:3_s316:0.5_tef:0.5
164,1,24,6,22,2.23,0,n,s316:3_s316:0.5_tef:0.5
165,1,24,6,22,2.3,0,n,s316:3_s316:0.5_tef:0.5
166,1,24,6,22,2.28,0,n,s316:3_s316:0.5_tef:0.5
167,1,24,6,22,5.5,0,n,s316:3_s316:0.5_tef:0.5
168,1,24,6,22,6.17,0,n,s316:3_s316:0.5_tef:0.5
169,1,24,6,22,2.27,0,n,s316:3_s316:0.5_tef:0.5
170,1,2,0.5,25,0.81,0,n,s316:0.1_s316:0.1_plastic:0.05
171,1,2,0.5,25,0.98,0,n,s316:0.1_s316:0.1_plastic:0.05
172,1,2,0.5,25,1.1,0,n,s316:0.1_s316:0.1_plastic:0.05
173,1,2,0.5,25,1.2,0,n,s316:0.1_s316:0.1_plastic:0.05
174,1,2,0.5,25,0.6,0,n,s316:0.1_s316:0.1_plastic:0.05
175,1,2,0.5,25,0.68,0,n,s316:0.1_s316:0.1_plastic:0.05
176,1,2,0.5,25,1.42,0,n,s316:0.1_s316:0.1_plastic:0.05
177,1,2,0.5,25,0.54,0,n,s316:0.1_s316:0.1_plastic:0.05
178,1,2,0.5,25,0.46,0,n,s316:0.1_s316:0.1_plastic:0.05
179,1,2,0.5,25,0.39,0,n,s316:0.1_s316:0.1_plastic:0.05
180,1,2,0.5,25,0.44,0,n,s316:0.1_s316:0.1_plastic:0.05
181,1,2,0.5,25,0.6,0,n,s316:0.1_s316:0.1_plastic:0.05
182,1,2,0.5,25,0.65,0,n,s316:0.1_s316:0.1_plastic:0.05
183,1,2,0.5,25,0.62,0,n,s316:0.1_s316:0.1_plastic:0.05
184,1,2,0.5,25,0.35,0,n,s316:0.1_s316:0.1_plastic:0.05
185,1,2,0.5,25,0.47,0,n,s316:0.1_s316:0.1_plastic:0.05
186,1,2,0.5,25,0.39,0,n,s316:0.1_s316:0.1_plastic:0.05
187,1,2,0.5,25,0.54,0,n,s316:0.1_s316:0.1_plastic:0.05
188,1,2,0.5,25,0.54,0,n,s316:0.1_s316:0.1_plastic:0.05
189,1,2,0.5,25,0.52,0,n,s316:0.1_s316:0.1_plastic:0.05
190,1,2,0.5,25,0.55,0,n,s316:0.1_s316:0.1_plastic:0.05
191,1,2,0.5,25,0.15,0,n,s316:0.1_s316:0.1_plastic:0.05
192,1,2,0.5,25,0.47,0,n,s316:0.1_s316:0.1_plastic:0.05
193,1,2,0.5,25,0.48,0,n,s316:0.1_s316:0.1_plastic:0.05
194,1,2,0.5,25,0.51,0,n,s316:0.1_s316:0.1_plastic:0.05
195,1,2,0.5,25,0.67,0,n,s316:0.1_s316:0.1_plastic:0.05
196,1,6,7.5,77,9.62,0,n,s316:0.5_s316:0.5_tef:0.2
197,1,6,7.5,77,9.65,0,n,s316:0.5_s316:0.5_tef:0.2
198,1,6,7.5,77,7.92,0,n,s316:0.5_s316:0.5_tef:0.2
199,1,6,7.5,77,7.83,0,n,s316:0.5_s316:0.5_tef:0.2
200,1,6,7.5,77,5.36,0,n,s316:0.5_s316:0.5_tef:0.2
201,1,6,7.5,77,5.41,0,n,s316:0.5_s316:0.5_tef:0.2
202,1,6,7.5,77,5.48,0,n,s316:0.5_s316:0.5_tef:0.2
203,1,6,7.5,77,5.56,0,n,s316:0.5_s316:0.5_tef:0.2
204,1,6,7.5,77,5.75,0,n,s316:0.5_s316:0.5_tef:0.2
205,1,6,7.5,77,6.05,0,n,s316:0.5_s316:0.5_tef:0.2
206,1,6,7.5,77,4.83,0,n,s316:0.5_s316:0.5_tef:0.2
207,1,6,7.5,77,4.63,0,n,s316:0.5_s316:0.5_tef:0.2
208,1,6,7.5,77,5.24,0,n,s316:0.5_s316:0.5_tef:0.2
209,1,6,7.5,77,5.26,0,n,s316:0.5_s316:0.5_tef:0.2
210,2,3,8.03,20,9.8,0,n,S316:0.4_nickel:0.25_tef:0.3
211,2,3,8.03,20,8.45,0,n,S316:0.05_nickel:0.25_tef:0.4
212,2,3,8.03,20,7.65,0,n,S316:0.05_nickel:0.25_tef:0.2
213,2,3,8.03,20,7.3,0,n,S316:0.05_nickel:0.25_tef:0.3
214,2,4,27.7,325,31,0,n,inconel:1_s316L:0.05_tef:0.3
215,2,4,29.1,20,31.76,0,n,inconel:1_s316L:0.05_tef:0.05
216,2,4,27.7,325,30.41,0,n,inconel:1_s316L:0.05_tef:0.2
217,2,4,29.1,20,29.98,0,n,inconel:1_s316L:0.05_tef:0.2
218,2,3,4.6,60,4.5,0,n,s316L:0.2_s316L:0.1_tef:0.3
219,2,3,4.6,60,2.81,0,n,s316L:0.2_s316L:0.1_tef:0.4
220,2,3,4.6,60,4.53,0,n,s316L:0.2_s316L:0.1_tef:0.2
221,2,3,4.6,60,29.98,0,n,s316L:0.3_s316L:0.1_tef:0.3
222,2,3,4.6,60,4.65,0,n,s316L:0.3_s316L:0.1_tef:0.3
223,2,1,5,30,6.02,0,n,S316L:0.05_S316L:0.1_tef:0.05
224,2,4,115,100,116.7,0,n,inconel:0.42_s316L:0.1_tef:0.3
225,2,4,115,100,119.1,0,n,inconel:0.42_s316L:0.1_tef:0.05
226,2,4,75,100,78.1,0,n,inconel:0.42_s316L:0.1_tef:0.3
227,2,4,75,100,77.8,0,n,inconel:0.42_s316L:0.1_tef:0.05
228,2,1,5,165,5.63,0,n,s316L:0.1_s316L:0.1_tef:0.05
229,2,1,5,165,5.37,0,n,s316L:0.1_s316L:0.1_tef:0.05
230,2,1,2.5,165,2.69,0,n,s316L:0.1_s316L:0.1_tef:0.05
231,2,1,2.5,165,2.64,0,n,s316L:0.1_s316L:0.1_tef:0.05
232,2,1,2.5,165,2.27,0,n,s316L:0.1_s316L:0.1_tef:0.05
233,2,1,2.5,165,2.22,0,n,s316L:0.1_s316L:0.1_tef:0.05
234,2,1,7,38,7.39,0,n,s316L:0.1_s316L:0.1_tef:0.05
235,2,1,7,38,7.76,0,n,s316L:0.1_s316L:0.1_tef:0.05
236,2,1,7,38,6.53,0,n,s316L:0.1_s316L:0.1_tef:0.05
237,2,1,5,20,4.32,0,n,s316L:0.1_s316L:0.1_tef:0.05
238,2,1,5,20,4.21,0,n,s316L:0.1_s316L:0.1_tef:0.05
239,2,3,1,148,1.01,0,n,s316L:0.1_s316L:0.1_tef:0.1
240,2,3,1,148,1.1,0,n,s316L:0.1_s316L:0.1_tef:0.1
241,2,3,1,148,0.8,0,n,s316L:0.1_s316L:0.1_tef:0.1
242,2,3,1,148,0.985,0,n,s316L:0.1_s316L:0.1_tef:0.1
243,2,1,5,22,5.31,0,n,s316L:0.05_s316L:0.05_s316L:0.05_tef:0.1
244,2,1,5,22,5.33,0,n,s316L:0.05_s316L:0.05_s316L:0.05_tef:0.1
245,2,1,5,22,5.8,0,n,s316L:0.05_s316L:0.2_s316L:0.05_tef:0.1
246,2,1,5,22,5.4,0,n,s316L:0.05_s316L:0.05_s316L:0.05_tef:0.1
247,2,1,10,181,10.63,0,n,s316L:0.1_s316L:0.1_tef:0.1
248,2,1,10,181,9.42,0,n,s316L:0.1_s316L:0.1_tef:0.1
249,2,1,10,181,8.86,0,n,s316L:0.1_s316L:0.1_tef:0.1
250,2,1,10,181,9.3,0,n,s316L:0.1_s316L:0.1_tef:0.1
251,2,1,10,181,11.7,0,n,s316L:0.1_s316L:0.1_tef:0.1
252,2,1,10,181,6.13,0,n,s316L:0.1_s316L:0.1_tef:0.1
253,2,1.5,10,180,8.8,0,n,s316L:0.1_s316L:0.1_tef:0.2
254,2,1.5,10,180,9.06,0,n,s316L:0.1_s316L:0.1_s316L:0.1_tef:0.1
255,2,1.5,10,180,10.08,0,n,s316L:0.1_s316L:0.1_s316L:0.1_tef:0.1
256,2,1.5,10,180,18.86,0,n,s316L:0.2_s316L:0.1_s316L:0.1_tef:0.1
257,2,1.5,10,180,9.15,0,n,s316L:0.1_s316L:0.1_s316L:0.1_tef:0.1
258,2,3,3.3,130,2.96,0,n,s316L:0.3_s316L:0.1_tef:0.3
259,2,3,3.3,130,2.86,0,n,s316L:0.3_s316L:0.1_tef:0.3
260,2,3,3.3,130,3.57,0,n,s316L:0.3_s316L:0.1_tef:0.3
261,2,3,3.3,130,3.9,0,n,s316L:0.3_s316L:0.1_tef:0.3
262,2,3,3.3,130,3.15,0,n,s316L:0.3_s316L:0.1_tef:0.3
263,2,4,3.3,131,2.6,0,n,s316L:0.3_s316L:0.1_tef:0.3
264,2,4,3.3,131,3.08,0,n,s316L:0.3_s316L:0.1_tef:0.2
265,2,4,3.3,131,3.28,0,n,s316L:0.3_s316L:0.1_tef:0.3
266,2,4,3.3,131,3.56,0,n,s316L:0.3_s316L:0.1_tef:0.3
267,2,4,3.3,131,3.65,0,n,s316L:0.3_s316L:0.1_tef:0.3
268,2,4,3.3,131,3.28,0,n,s316L:0.3_s316L:0.1_tef:0.3
269,2,16,0.5,22,0.51,0,n,s316L:0.4_s316L:0.1_fep:0.4
270,2,16,0.5,22,0.575,0,n,s316L:0.4_s316L:0.1_fep:0.4
271,2,4,17.2,65.6,15,0,n,inconel:1_ inconel:0.42_ptfe:0.5
272,2,4,17.2,65.6,18.13,0,n,inconel:1_ inconel:0.42_ptfe:0.5
273,2,6,2.35,50,2.49,0,n,s316L:0.6_s316L:0.2_s316L:0.1_ptfe:0.5
274,2,6,2.35,50,2.02,0,n,s316L:0.6_s316L:0.2_s316L:0.1_ptfe:0.5
275,2,6,2.35,50,1.97,0,n,s316L:0.6_s316L:0.2_s316L:0.1_ptfe:0.5
276,2,6,2.35,50,2.66,0,n,s316L:0.6_s316L:0.2_s316L:0.1_ptfe:0.5
277,2,4,8.4,80,7.91,0,n,s316L:1_s316L:0.6_ptfe:0.5
278,2,4,8.4,80,8.38,0,n,s316L:1_s316L:0.6_ptfe:0.5
279,2,4,8.4,80,8.05,0,n,s316L:1_s316L:0.6_ptfe:0.5
280,2,2,3.25,75,3.75,0,n,s316:0.1_inconel:0.45_fep:0.1
281,2,2,3.25,75,3.25,0,n,s316:0.1_inconel:0.45_fep:0.1
282,2,12,16.17,81.67,9.59,0,n,s316:1.5_inconel:0.42_ptfe:0.5
283,2,12,16.17,81.67,13.6,0,n,s316:1.5_inconel:0.42_ptfe:0.5
284,2,12,16.17,81.67,15.3,0,n,s316:1.5_inconel:0.42_ptfe:0.5
285,2,1,5,30,5.15,0,n,s316:0.1_s316:1_fep:.1
286,2,1,5,30,5.43,0,n,s316:0.1_s316:1_fep:0.1
287,2,1,5,30,5.59,0,n,s316:0.1_s316:1_fep:0.1
288,2,1,5,30,4.87,0,n,s316:0.05_s316:0.05_fep:0.1
289,2,1,5,30,6.47,0,n,s316:0.05_s316:0.05_fep:0.1
290,2,1,5,30,5.35,0,n,s316:0.05_s316:0.05_fep:0.1
291,2,1.5,2,135,1.35,0,n,s316:0.1_s316L:0.1_tef:0.1
292,2,1.5,2,135,1.39,0,n,s316:0.1_s316L:0.1_tef:0.1
293,2,1.5,2,135,2.09,0,n,s316:0.1_s316L:0.1_tef:0.1
294,2,1.5,2,135,2.04,0,n,s316:0.1_s316L:0.1_tef:0.1
295,2,1.5,2,135,1.99,0,n,s316:0.1_s316L:0.1_tef:0.1
296,2,1.5,2,135,2.25,0,n,s316:0.1_s316:0.1_tef:0.3
297,2,2,3,60.2,3.2,0,n,s316:0.1_s316:0.1_tef:0.3
298,2,2,3,60.2,2.94,0,n,s316:0.1_s316:0.1_tef:0.3
299,2,3,3,48,2.57,0,n,s316L:0.5_s316L:0.1_tef:0.5
300,2,3,3,48,3.47,0,n,s316L:0.3_s316L:0.1_tef:0.5
301,2,0.5,248,100,249.4,0,n,s316:0.2_s316:0.05_s316L:0.1_ptfe:0.5
302,2,0.5,248,100,245.7,0,n,s316:0.2_s316:0.05_s316L:0.1_ptfe:0.4
303,2,4,10,100,16.8,0,n,s316:1_s316:0.4_ptfe:0.5
304,2,4,10,100,7.86,0,n,s316:1_s316:0.4_ptfe:0.4
305,2,4,10,100,9.87,0,n,s316:1_s316:0.4_ptfe:0.5
306,2,4,10,100,10.45,0,n,s316:1_s316:0.4_ptfe:0.5
307,2,4,10,100,10.25,0,n,s316:1_s316:0.4_ptfe:0.5
308,2,12,3.5,250,1.73,0,n,s316:0.5_ aluminum :0.2_ aluminum:0.2_s316:0.5
309,2,12,3.5,250,3.42,0,n,s316:0.5_ aluminum :0.2_ aluminum:0.2_s316:0.5
310,2,1.5,3.3,149,9.04,0,n,s316:0.1_s316L:0.1_ptfe:0.1
311,2,1.5,3.3,149,2.49,0,n,s316:0.1_s316L:0.1_ptfe:0.1
312,2,1.5,3.3,149,2.59,0,n,s316:0.1_s316L:0.1_ptfe:0.1
313,2,1.5,3.3,149,3.35,0,n,s316:0.1_s316L:0.1_ptfe:0.1
314,2,1.5,3.3,149,3.18,0,n,s316:0.1_s316L:0.1_ptfe:0.1
315,2,1.5,3.3,149,3.5,0,n,s316:0.1_s316:0.1_ptfe:0.1
316,2,1.5,3.3,149,3.3,0,n,s316:0.1_s316:0.1_ptfe:0.1
